companyKey,company,companyPageUrl,rating,reviewCount,companyDescription,industry,revenue,employees,ceo,founded,website,facebook,twitter,instagram
c0583698fc76b314,Gartner,https://www.indeed.com/cmp/Gartner,3.7,751,"We deliver actionable, objective business and technology insights. Our expert guidance and tools enable faster, smarter decisions and stronger performance on an organization’s mission-critical priorities.

Our unrivaled combination of business and technology insights steers clients toward the right decisions on the issues that matter most. As a $6.5 billion company, with over 20,000 associates, and a member of the S&P 500, we are an objective partner with 13,000+ client enterprises in ~90 countries and territories — across every major function, geography, industry and market sector — and boast 45+ years of experience providing insights and expert guidance to client enterprises worldwide.

To learn more about how we guide the leaders who shape the world, visit gartner.com.",Consulting and Business Services,$5B-$10B,"10,000+",Eugene A. Hall,1979,https://jobs.gartner.com/,https://www.facebook.com/GartnerInc,https://twitter.com/Gartner_inc,https://www.instagram.com/gartnercareers
914664a7359049c5,Adidev Technologies Inc,https://www.indeed.com/cmp/Adidev-Technologies-Inc,2.7,3,,,,,,,,,,
102b5667f0f10a78,Thomson Reuters,https://www.indeed.com/cmp/Thomson-Reuters,3.9,4258,"Thomson Reuters (NYSE / TSX: TRI) informs the way forward by bringing together the trusted content and technology that people and organizations need to make the right decisions. The company serves professionals across legal, tax, accounting, compliance, government, and media. Its products combine highly specialized software and insights to empower professionals with the data, intelligence, and solutions needed to make informed decisions, and to help institutions in their pursuit of justice, truth, and transparency. Reuters, part of Thomson Reuters, is a world leading provider of trusted journalism and news. For more information, visit tr.com.",,$5B-$10B,"10,000+",Steve Hasker,2008,http://www.thomsonreuters.com,https://www.facebook.com/thomsonreuters,https://twitter.com/jobswithus,https://www.instagram.com/thomsonreuterscareers
e54c77d85134a3d1,Whatnot,https://www.indeed.com/cmp/Whatnot,3.4,11,,,,,,,,,,
4c79d233e22682ac,Analytic Partners,https://www.indeed.com/cmp/Analytic-Partners,3.8,12,"Analytic Partners is a proven global leader in measurement and optimization. Our adaptive solutions integrate proprietary technology powered by the latest data science delivered through our platform and high-touch consulting. We enable deeper business understanding to support better, faster decisions.",,,201-500,Nancy Smith,2000,http://www.analyticpartners.com,https://www.facebook.com/analyticpartners,https://twitter.com/analyticglobal,https://www.instagram.com/analyticpartners
b76e106377c396a1,Tekcogno,https://www.indeed.com/cmp/Tekcogno-3,,0,,,,,,,,,,
f73ce166bc526d4c,RELX Group,https://www.indeed.com/cmp/Relx-Group,3.8,133,"RELX Group is an Anglo-Dutch multinational information and analytics company based in London, in the United Kingdom. It operates in four market segments: scientific, technical and medical, risk and business information, legal, and exhibitions. It is a dual-listed company. RELX PLC, the London Stock Exchange listed shareholding vehicle, holds 52.9% of the shares in RELX Group. RELX NV, the Amsterdam Stock Exchange listed shareholding vehicle, holds 47.1% of the shares in RELX Group.",,$25M-$100M,"1,001-5,000",,1818,https://www.lexisnexis.com,https://www.facebook.com/relxhq,https://twitter.com/relxhq,
df9cb426675d3a5e,Arlo,https://www.indeed.com/cmp/Arlo-47da170f,,0,"Arlo is rebuilding health insurance from the ground up using AI. The healthcare experience today is expensive, confusing, and often so frustrating that people delay the care they need. We’re changing that by reimagining what a health plan should be: a proactive partner that enables health rather than denying it. Our AI-native platform delivers continuous, personalized support for members—helping them navigate benefits, schedule appointments, access high-quality care, and avoid financial fear. Powered by the industry’s most advanced risk-pricing engine, Arlo is already scaling fast: we’ve grown to $XXXM in premiums, cover tens of thousands of people, and see accelerating demand across brokers, employers, and partners. Backed by Upfront Ventures, 8VC, and General Catalyst, our team combines deep industry expertise (Palantir, YC) with the ambition to modernize a $1T market.",,$5M-$25M,11-50,Jan-Felix Schneider,,http://www.joinarlo.com/,,,
e671db4606540bb7,Katalyst Healthcares & Life Sciences,https://www.indeed.com/cmp/Katalyst-Healthcares-&-Life-Sciences,4,4,"Katalyst Healthcare's & Life Sciences (Katalyst HLS) is a Global Contract Clinical Research Organisation that provides End-to-End Services for Healthcare and Life Sciences companies globally. At Katalyst HLS offers ICH-GCP compliant clinical trial services from Phase I–IV in all key therapeutic areas to support clinical development and research requirements and alos provides validation services for Pharma/Bio-Pharma/Medical Device industries. 

Services:
Clinical Trial Management
Clinical Data Management
Biostatistics & Statistical Programming
Medical Writing
Pharmacovigilance
Quality and Regulatory Affairs
GMP, GLP and GCP Validations
Manufacturing Process Validations
Equipments & Instruments Validations
Computer Systems Validations
Human Resourcing",Pharmaceuticals,$5M-$25M,51-200,Katalyst HLS - Global CRO,,http://www.KatalystHLS.com,https://www.facebook.com/KatalystHLS/,https://twitter.com/Katalyst_HLS,
a89648698682f11b,Lyft,https://www.indeed.com/cmp/Lyft-b696b6c5,3.6,126,"Lyft is your friend with a car. Drivers are matched with passengers who request rides through the Lyft iPhone or Android app. Drivers are screened with DMV and background checks, and Lyft's platform has a first-of-its-kind $1M per occurrence excess liability insurance policy. Once a ride is complete, passengers are prompted to tip seamlessly through the app.",,,,,,,,,
c92be3a6e8924840,Alice + Olivia,https://www.indeed.com/cmp/Alice-+-Olivia,2.7,26,,,,,,,,,,
9f1d130dc03812e8,Doppel Farmaceutici,https://www.indeed.com/cmp/Doppel-Farmaceutici,3.6,24,"Established in 1994, Doppel is today recognized as one of Europe’s leading experts in contract R&D and manufacturing. It has start-of-the-art facilities and highest scientific capabilities to service its international pharmaceutical and nutritional clients.",,,,,,https://www.doppel.it/,,,
f03e08690bff1dc2,adMarketplace,https://www.indeed.com/cmp/Admarketplace,2,48,"adMarketplace provides privacy-friendly search advertising integrations for trusted mobile apps, browsers, browser applications, and consumer sites to connect consumers directly to top brands at the moment they express decision-making intent.",,,51-200,Jamie Hill,2000,http://www.admarketplace.com,https://www.facebook.com/pages/adMarketplacecom/340557839490,https://twitter.com/adMarketplace,
2f6fbb020416e7bb,Parahunt Global Solutions,https://www.indeed.com/cmp/Parahunt-Global-Solutions,,0,,,,,,,,,,
ce14d4e5044afea9,Unilever,https://www.indeed.com/cmp/Unilever,4.2,9283,"Be part of the world’s most successful, purpose-led business. Work with brands that are well-loved around the world, that improve the lives of our consumers and the communities around us. We promote innovation, big and small, to make our business win and grow; and we believe in business as a force for good. Unleash your curiosity, challenge ideas and disrupt processes; use your energy to make this happen. Our brilliant business leaders and colleagues provide mentorship and inspiration, so you can be at your best. 

Our portfolio ranges from nutritionally balanced foods to indulgent ice creams, affordable soaps, luxurious shampoos and everyday household care products. We produce world-leading brands including Lipton, Knorr, Dove, Axe, Hellmann’s and Omo, alongside trusted local names and innovative-forward thinking brands like Ben & Jerry’s, The Dollar Shave Club and Dermalogica. 

Every individual here can bring their purpose to life through their work. Join us and you’ll be surrounded by inspiring leaders and supportive peers. Among them, you’ll channel your purpose, bring fresh ideas to the table, and simply be you. As you work to make a real impact on the business and the world, we’ll work to help you become a better you.",Consumer Goods and Services,Over $10B,"10,000+",Hein Schumacher,1872,http://www.unilever.com,https://www.facebook.com/Unilever,https://twitter.com/Unilever,https://www.instagram.com/Unilever
8ef252bb56a94fae,SANDBAR,https://www.indeed.com/cmp/Sandbar,3.6,51,"Our stylish and contemporary bar offers comfortable couches for lounging and relaxing whilst enjoying the panoramic view across Praa Sands.



The informal atmosphere makes this an ideal place for a drink or two as well as coffees or a tasty bite to eat.



Families are most welcome and with a pool table, air hockey table and gaming machines we have something to offer entertainment wise even if the weather is not clement.



You can choose from a wide selection of drinks from our well-stocked bar including real ales, spirits, soft drinks, teas, coffees and an extensive wine list.",,,,,,https://sandbarpraasands.co.uk/,,,
db8f0ac32d8051d5,Finny,https://www.indeed.com/cmp/Finny,,0,,,,,,,,,,
d4c4c11202d08582,Tradeweb,https://www.indeed.com/cmp/Tradeweb,3.6,39,"Tradeweb Markets Inc. (NASDAQ: TW) is a leading, global operator of electronic marketplaces for rates, credit, equities and money markets. Founded in 1996, Tradeweb provides access to markets, data and analytics, electronic trading, straight-through-processing and reporting for clients in the institutional, wholesale and retail markets. Advanced technologies developed by Tradeweb enhance price discovery, order execution and trade workflows while allowing for greater scale and helping to reduce risks in client trading operations. 



 ",,$1B-$5B,"1,001-5,000",Billy Hult,1996,https://www.tradeweb.com,,https://twitter.com/tradeweb,
588daadedc2b43ac,The Voleon Group,https://www.indeed.com/cmp/The-Voleon-Group,,0,,,,,,,,,,
3d1d873646adba9a,D. E. Shaw & Co. - Investment Firm,https://www.indeed.com/cmp/D.-E.-Shaw-&-Co.---Investment-Firm,4.1,70,"The D. E. Shaw group is trusted by investors across the world to manage their assets by seeking the optimal balance of risk and reward. We use a combination of quantitative and qualitative tools to uncover independent, hard-to-find sources of return across global public and private markets.

This profile (the “Content”) is provided for your information only and does not convey investment advice or an offer of any type with respect to any securities or other financial products. The D. E. Shaw group makes no representation as to the accuracy or adequacy of the Content. The Content has not been updated for any information that may have changed since publication. No assurances can be given that any aims, assumptions, or expectations expressed or implied in the Content were or will be realized, or that the activities described have continued or will continue at all or in the same manner as described.",,,"1,001-5,000",David E. Shaw,1988,http://www.deshaw.com,,,
b1f38602c92a2326,Amazon Web Services,https://www.indeed.com/cmp/Amazon-Web-Services-05cb4ad1,3.4,584,"Amazon Web Services, like all Amazon businesses, is guided by four key tenets: customer obsession rather than competitor focus, passion for invention, commitment to operational excellence, and long-term thinking. Our innovation starts with each customer’s challenge, so we are continually working on new and unprecedented opportunities to transform the way people live and work.",,Over $10B,,Adam Selipsky,2006,https://aws.amazon.com/careers/why-aws/,https://www.facebook.com/amazonwebservices,https://twitter.com/awscloud,https://www.instagram.com/hereataws
75fdb440a628ab47,Solstice,https://www.indeed.com/cmp/Solstice,2.9,45,,,$5M-$25M,51-200,,2001,https://www.solstice-mobile.com,,,
7ba3fc6b7bc16baf,Neara,https://www.indeed.com/cmp/Neara,,0,,,,,,,,,,
d5edd3373cf5f5e2,Tata Consultancy Services (TCS),https://www.indeed.com/cmp/Tata-Consultancy-Services-(tcs),3.9,23602,"Tata Consultancy Services is an IT services, consulting and business solutions organization that delivers real results to global business, ensuring a level of certainty no other firm can match. TCS offers a consulting-led, integrated portfolio of IT, BPS,infrastructure, engineering and assurance services. This is delivered through its unique Global Network Delivery Model™, recognized as the benchmark of excellence in software development. A part of the Tata group, India’s largest industrial conglomerate, TCS has over 362,000 of the world’s best-trained consultants in 45 countries. The company generated consolidated revenues of US $16.5 billion for year ended March 31, 2016 and is listed on the BSE Limited and National Stock Exchange of India Limited. For more information, visit us at www.tcs.com.",Consulting and Business Services,Over $10B,"10,000+",K. Krithivasan,1968,https://www.tcs.com/fr-fr,https://www.facebook.com/TataConsultancyServices,https://twitter.com/TCS,https://www.instagram.com/tcsglobal
7cd9e0a8d4a483dc,Capgemini,https://www.indeed.com/cmp/Capgemini,3.7,10615,"At Capgemini, we are driven by a shared purpose: Unleashing human energy through technology for an inclusive and sustainable future.

As a leading strategic partner to companies around the world, we have leveraged technology to enable business transformation for more than 50 years. We address the entire breadth of business needs, from strategy and design to managing operations. To do this, we draw on deep industry expertise and a command of the fast-evolving fields of cloud, data artificial intelligence, connectivity, software, digital engineering, and platforms.

Company Mission

Capgemini partners with companies to transform and manage their business by unlocking the value of technology.",,Over $10B,"10,000+",Aiman Ezzat,1967,https://www.capgemini.com,https://www.facebook.com/capgeminiamericas,,https://www.instagram.com/capgeminiamericas
5f72c3cbca9a3ddf,VillageCare,https://www.indeed.com/cmp/Villagecare,2.8,61,"VillageCare is a community-based, non-profit organization serving people with chronic care needs, as well as seniors and individuals in need of continuing care and rehabilitation services. VillageCare provides care and services for more than 12,000 unique individuals annually through its residential and community programs. Guided by the people we serve, we provide leadership to improve the health and quality of life of the diverse communities we serve and the quality of care and well-being of the people we serve.",,$5M-$25M,"1,001-5,000",,1977,http://villagecare.org/,,,
8999a72afe72ada7,Roivant Sciences,https://www.indeed.com/cmp/Roivant-Sciences,3.7,12,,,,201-500,,,http://www.roivant.com,,,
